Gene	Mutations	Coverage	p-value	q-value	Rank
ADAMTS6	40	3928	0.004046969	0.069063578	560
PALB2	48	3153	0.004049608	0.069063578	561
MRC1	57	4045	0.004054662	0.069063578	562
LELP1	54	3980	0.004059611	0.069063578	563
ESPNL	46	3034	0.004062106	0.069063578	564
CHL1	54	4184	0.004067599	0.069063578	565
MYH3	45	4571	0.004074596	0.069063578	566
CEP126	50	4810	0.004076827	0.069063578	567
KLHL4	56	3815	0.004079418	0.069063578	568
OR2M5	51	4806	0.004081687	0.069063578	569
ARHGAP25	60	3403	0.004082218	0.069063578	570
MAGEA10	49	3512	0.004091325	0.069063578	571
SMOC1	49	3487	0.004092243	0.069063578	572
MROH2B	50	3883	0.004097238	0.069063578	573
TRBV3-1	57	4693	0.004098170	0.069063578	574
C2CD6	39	4824	0.004098399	0.069063578	575
ABCA4	57	4388	0.004101693	0.069063578	576
SAMHD1	42	4217	0.004104628	0.069063578	577
TTI1	54	4346	0.004106573	0.069063578	578
CNTN2	52	4823	0.004108769	0.069063578	579
ALOX5	49	4853	0.004115250	0.069063578	580
TCHH	47	4785	0.004116179	0.069063578	581
PASD1	56	4195	0.004120628	0.069063578	582
PTGFRN	45	4524	0.004123156	0.069063578	583
SLC6A19	46	3753	0.004125837	0.069063578	584
VPS35	42	4324	0.004130210	0.069063578	585
WARS2	42	3912	0.004130292	0.069063578	586
CACNA2D1	59	4445	0.004133426	0.069063578	587
MUC21	41	3894	0.004134885	0.069063578	588
SMARCC1	42	4197	0.004135062	0.069063578	589
MUC6	45	3919	0.004137350	0.069063578	590
COL19A1	51	4076	0.004139972	0.069063578	591
AMER1	51	3992	0.004145073	0.069063578	592
DMBT1	44	3176	0.004145479	0.069063578	593
GPR139	55	4122	0.004150243	0.069063578	594
APOBR	47	4203	0.004151935	0.069063578	595
IGHV3OR16-8	54	4895	0.004152216	0.069063578	596
ADCY8	51	3443	0.004153804	0.069063578	597
B4GAT1	53	4686	0.004155179	0.069063578	598
KRTAP10-8	44	3264	0.004157032	0.069063578	599
ASB15	45	4399	0.004157566	0.069063578	600
IRAK3	40	4201	0.004158877	0.069063578	601
MSH4	53	4841	0.004174697	0.069063578	602
KRT6A	48	4295	0.004183867	0.069063578	603
PCDHB14	47	3801	0.004184974	0.069063578	604
MDGA2	46	4698	0.004187298	0.069063578	605
AK5	45	3456	0.004188147	0.069063578	606
CNTN5	50	4369	0.004188260	0.069063578	607
ADCY5	54	3017	0.004189533	0.069063578	608
CNTN3	50	3046	0.004199785	0.069063578	609
ADGRG7	45	3977	0.004202131	0.069063578	610
TARS2	53	4127	0.004205137	0.069063578	611
LRRTM3	55	4372	0.004219918	0.069063578	612
TESPA1	47	3022	0.004220359	0.069063578	613
R3HDM1	56	3016	0.004222791	0.069063578	614
ATRNL1	53	3154	0.004226600	0.069063578	615
ADAMTSL3	50	3773	0.004240022	0.069063578	616
OR5K3	58	4919	0.004244276	0.069063578	617
FRY	51	3313	0.004246973	0.069063578	618
UBE3B	43	4407	0.004248411	0.069063578	619
SCN3A	50	4497	0.004249598	0.069063578	620
CADPS	56	4852	0.004255782	0.069063578	621
ACSM2B	48	4212	0.004267919	0.069063578	622
BPTF	43	3947	0.004275053	0.069063578	623
IMPG2	42	4188	0.004275428	0.069063578	624
RBM47	47	4782	0.004275930	0.069063578	625
SERPINI2	48	3996	0.004276799	0.069063578	626
SACS	54	4139	0.004280612	0.069063578	627
MED12	42	3338	0.004284757	0.069063578	628
HNF4A	56	3452	0.004285245	0.069063578	629
CAMK4	48	3340	0.004285320	0.069063578	630
NOS1AP	45	4122	0.004287697	0.069063578	631
HUWE1	52	3971	0.004288225	0.069063578	632
TSC2	45	3662	0.004297418	0.069063578	633
TBX5	45	4649	0.004299397	0.069063578	634
GPC5	56	4019	0.004300295	0.069063578	635
SAGE1	54	3569	0.004301420	0.069063578	636
COL4A1	47	4123	0.004304576	0.069063578	637
PIWIL2	44	3444	0.004307357	0.069063578	638
SLIT2	53	4952	0.004309555	0.069063578	639
PTGFR	45	3825	0.004311079	0.069063578	640
OCA2	51	3569	0.004311349	0.069063578	641
KDM5B	48	4277	0.004319744	0.069063578	642
VPS16	45	4417	0.004319750	0.069063578	643
ISOC1	49	4661	0.004324449	0.069063578	644
ITIH2	50	4843	0.004324560	0.069063578	645
SALL1	54	4816	0.004325228	0.069063578	646
OR5M10	58	4415	0.004327581	0.069063578	647
RASSF2	58	4729	0.004329421	0.069063578	648
OR2T6	43	4529	0.004330281	0.069063578	649
TMTC1	48	4470	0.004330758	0.069063578	650
CHD8	41	3172	0.004333210	0.069063578	651
LGALS9	58	3956	0.004333264	0.069063578	652
CUX2	41	4682	0.004342693	0.069063578	653
PPP1R12B	44	3454	0.004344574	0.069063578	654
SCG2	53	4966	0.004352650	0.069063578	655
CCDC63	51	4002	0.004354994	0.069063578	656
KIR2DL4	43	4032	0.004355425	0.069063578	657
IVL	47	4631	0.004362410	0.069063578	658
UGT2A3	48	3911	0.004363521	0.069063578	659
C8B	48	3452	0.004366363	0.069063578	660
STXBP5L	49	4119	0.004368435	0.069063578	661
LRP1	50	4126	0.004370045	0.069063578	662
GRIN3A	44	4635	0.004372220	0.069063578	663
MIS18BP1	42	4519	0.004372766	0.069063578	664
SLC26A3	47	4860	0.004378012	0.069063578	665
PUM2	45	4098	0.004379664	0.069063578	666
SULT2A1	40	4035	0.004381947	0.069063578	667
MARK1	38	3082	0.004384436	0.069063578	668
TRAV22	41	3347	0.004389269	0.069063578	669
PCF11	52	4115	0.004393001	0.069063578	670
FRMD7	53	4815	0.004397887	0.069063578	671
SEMA6D	51	4365	0.004402739	0.069063578	672
OR13C4	46	4325	0.004407161	0.069063578	673
SEMA5A	48	4243	0.004407451	0.069063578	674
FHL1	44	3698	0.004407754	0.069063578	675
SRCAP	46	3690	0.004409565	0.069063578	676
TGFBR3	51	4595	0.004414306	0.069063578	677
OTOGL	50	4219	0.004418861	0.069063578	678
LONP2	47	4682	0.004427884	0.069063578	679
LRRTM4	53	4834	0.004428912	0.069063578	680
TOPORS	46	4191	0.004429604	0.069063578	681
TSHZ2	40	4549	0.004429760	0.069063578	682
IL4R	48	3246	0.004432032	0.069063578	683
BSN	55	3496	0.004432305	0.069063578	684
AMOT	39	3009	0.004432527	0.069063578	685
TRPM6	40	3731	0.004432754	0.069063578	686
FPR2	55	3517	0.004439731	0.069063578	687
TLN1	46	4579	0.004439922	0.069063578	688
USHBP1	43	4186	0.004441766	0.069063578	689
ATP1A3	47	4931	0.004443540	0.069063578	690
TGM4	55	3098	0.004444503	0.069063578	691
ATXN1	45	4892	0.004447729	0.069063578	692
FBXL7	47	3761	0.004457072	0.069063578	693
ITGA2B	42	4149	0.004458532	0.069063578	694
DCT	49	4081	0.004459663	0.069063578	695
CLASP1	45	4008	0.004460953	0.069063578	696
COL5A1	53	4199	0.004474172	0.069063578	697
GAS2	44	3396	0.004475571	0.069063578	698
ZBED4	42	3038	0.004475768	0.069063578	699
KCNA1	52	3833	0.004477119	0.069063578	700
SLC12A5	46	3396	0.004478274	0.069063578	701
SCN11A	37	4757	0.004480076	0.069063578	702
INSC	52	4982	0.004480789	0.069063578	703
PAQR9	46	4865	0.004484156	0.069063578	704
MICAL3	58	4300	0.004484377	0.069063578	705
TFPI2	45	4392	0.004488049	0.069063578	706
FSHR	43	4122	0.004488341	0.069063578	707
LETMD1	37	3918	0.004488410	0.069063578	708
ENAH	37	4329	0.004489581	0.069063578	709
TRPC4	50	3268	0.004492004	0.069063578	710
ZNF264	42	4680	0.004492418	0.069063578	711
HOXA2	53	4416	0.004494508	0.069063578	712
KCNH7	47	3257	0.004499288	0.069063578	713
CRISPLD1	47	3159	0.004506676	0.069063578	714
TMEM132B	48	4757	0.004509315	0.069063578	715
LSP1	53	4062	0.004516035	0.069063578	716
OR2C3	40	3470	0.004516953	0.069063578	717
MYO1D	46	4921	0.004520713	0.069063578	718
ADAMTS5	33	3033	0.004525640	0.069063578	719
BIN2	46	3775	0.004526021	0.069063578	720
PCDHB11	42	4554	0.004526872	0.069063578	721
SLITRK3	46	4450	0.004527304	0.069063578	722
PKNOX2	50	3369	0.004527991	0.069063578	723
SHANK1	56	3658	0.004535364	0.069063578	724
SATB2	41	4531	0.004538139	0.069063578	725
GDNF	42	3945	0.004538319	0.069063578	726
ATM	44	4904	0.004540977	0.069063578	727
NEDD4	50	3655	0.004545091	0.069063578	728
SIGLEC9	48	4312	0.004546698	0.069063578	729
TMEM132D	46	4945	0.004547400	0.069063578	730
ADGRL2	46	4276	0.004547446	0.069063578	731
HDAC2	40	4339	0.004549421	0.069063578	732
OR10W1	53	3537	0.004549535	0.069063578	733
RIPOR2	45	4021	0.004550534	0.069063578	734
DSG3	46	3498	0.004553554	0.069063578	735
RPS6KL1	42	4540	0.004554101	0.069063578	736
GABRA6	49	3801	0.004554745	0.069063578	737
EPHX1	41	4236	0.004557299	0.069063578	738
ATP1B4	47	3496	0.004558142	0.069063578	739
ZFAND1	40	3697	0.004558351	0.069063578	740
SIPA1L2	46	3689	0.004558619	0.069063578	741
DUOX1	39	4028	0.004563974	0.069063578	742
MKS1	44	4365	0.004565549	0.069063578	743
GABRG1	43	4156	0.004569232	0.069063578	744
OTOF	38	4886	0.004569920	0.069063578	745
OR6X1	43	3850	0.004570478	0.069063578	746
OR2L13	47	3335	0.004571148	0.069063578	747
EMILIN2	49	3790	0.004576302	0.069063578	748
COL4A5	40	3089	0.004576910	0.069063578	749
CALU	39	4240	0.004583136	0.069063578	750
HAS2	45	3417	0.004584960	0.069063578	751
CIT	48	3580	0.004586340	0.069063578	752
CLCN1	45	4687	0.004587235	0.069063578	753
FCRL4	50	3635	0.004588370	0.069063578	754
PTAFR	41	4384	0.004590513	0.069063578	755
GUCY1A1	47	3356	0.004590558	0.069063578	756
FYCO1	47	4246	0.004592177	0.069063578	757
EXOC4	40	4536	0.004592989	0.069063578	758
PSG7	56	4215	0.004594849	0.069063578	759
TSGA10	45	3412	0.004595093	0.069063578	760
MYT1L	53	3961	0.004600190	0.069063578	761
TMPRSS15	42	3169	0.004601074	0.069063578	762
NLRP7	36	4994	0.004605562	0.069063578	763
RPL3L	41	3475	0.004611502	0.069063578	764
PARP8	45	3675	0.004613911	0.069063578	765
IGF2R	42	3444	0.004621605	0.069063578	766
MEF2C	41	3172	0.004622304	0.069063578	767
SLC12A2	45	3114	0.004627033	0.069063578	768
SEZ6L	51	4148	0.004629674	0.069063578	769
AMACR	44	4296	0.004632664	0.069063578	770
STPG2	46	3956	0.004634777	0.069063578	771
PPP2R1A	45	3760	0.004638028	0.069063578	772
PCDHB5	42	4350	0.004638498	0.069063578	773
NLGN1	47	3791	0.004640959	0.069063578	774
PATJ	53	3853	0.004647970	0.069063578	775
SEC13	37	3400	0.004650755	0.069063578	776
SLC7A14	48	4458	0.004650905	0.069063578	777
CPEB1	48	4635	0.004652786	0.069063578	778
CIP2A	43	4492	0.004654552	0.069063578	779
AGAP6	38	3880	0.004655031	0.069063578	780
CENPF	47	4039	0.004656810	0.069063578	781
KALRN	53	4848	0.004663840	0.069063578	782
INTU	51	3612	0.004666307	0.069063578	783
SCN10A	45	3095	0.004674534	0.069063578	784
RALGPS1	35	3232	0.004677480	0.069063578	785
SUPT20HL2	50	3830	0.004685120	0.069063578	786
ZNF713	41	3652	0.004685894	0.069063578	787
HDAC4	51	3574	0.004690856	0.069063578	788
PTBP2	45	3728	0.004691627	0.069063578	789
NOS1	45	4213	0.004698388	0.069063578	790
UGT2B15	48	3860	0.004701790	0.069063578	791
MYO1G	43	4062	0.004704399	0.069063578	792
FRYL	43	3884	0.004706971	0.069063578	793
CT83	39	3373	0.004712073	0.069063578	794
STXBP5	56	4243	0.004715587	0.069063578	795
ADAD1	48	3431	0.004723580	0.069063578	796
GRSF1	43	4246	0.004727351	0.069063578	797
STAT1	42	3028	0.004727423	0.069063578	798
INSL5	43	4587	0.004731356	0.069063578	799
RALGPS2	40	4353	0.004731442	0.069063578	800
MYO16	49	4012	0.004736485	0.069063578	801
MYH11	42	4445	0.004739197	0.069063578	802
EBF2	45	4759	0.004739221	0.069063578	803
ZP1	47	3895	0.004744458	0.069063578	804
KDM3A	48	3703	0.004747576	0.069063578	805
ZBTB21	39	3708	0.004750028	0.069063578	806
MKI67	41	4996	0.004753259	0.069063578	807
NPSR1	48	4099	0.004753308	0.069063578	808
TRMT2B	44	3595	0.004753679	0.069063578	809
TRHDE	53	3684	0.004754167	0.069063578	810
PI4KB	46	4636	0.004755199	0.069063578	811
OSBPL6	43	3953	0.004755733	0.069063578	812
EIF4A2	39	3823	0.004760779	0.069063578	813
SLCO5A1	40	3675	0.004763692	0.069063578	814
OGN	38	3384	0.004766170	0.069063578	815
YARS2	43	4209	0.004772023	0.069063578	816
TXNDC12	37	3446	0.004774632	0.069063578	817
ZNF98	40	4256	0.004775367	0.069063578	818
TAF2	46	4440	0.004776560	0.069063578	819
DCLK1	44	3728	0.004778506	0.069063578	820
STARD13	45	3738	0.004787439	0.069063578	821
LAMB1	37	4933	0.004787836	0.069063578	822
OR51Q1	49	4150	0.004790172	0.069063578	823
CCDC73	44	4548	0.004793304	0.069063578	824
BICD1	37	4326	0.004794421	0.069063578	825
FRMPD1	36	3671	0.004798000	0.069063578	826
ATP8B4	47	4687	0.004798585	0.069063578	827
FAM120A	37	4331	0.004800739	0.069063578	828
NLRP12	44	4821	0.004804660	0.069063578	829
MYO15A	40	4396	0.004811334	0.069063578	830
PCDHB16	38	4046	0.004817445	0.069063578	831
RAPGEF3	41	3933	0.004828942	0.069063578	832
GLDC	41	3828	0.004829737	0.069063578	833
RNF20	50	3822	0.004840443	0.069063578	834
FERD3L	48	3473	0.004841600	0.069063578	835
CXCR2	34	3698	0.004846227	0.069063578	836
CEACAM18	42	4542	0.004847784	0.069063578	837
TEX2	46	4568	0.004855182	0.069063578	838
MTMR10	39	4617	0.004862025	0.069063578	839
MYO7B	41	4081	0.004866924	0.069063578	840
CFAP161	42	4205	0.004870939	0.069063578	841
STK31	38	4371	0.004872152	0.069063578	842
HEATR5A	47	3515	0.004879522	0.069063578	843
FANCM	46	4066	0.004880113	0.069063578	844
IGLON5	39	3255	0.004882515	0.069063578	845
UBR4	38	3267	0.004884776	0.069063578	846
GRIN2D	45	4020	0.004887230	0.069063578	847
DCAF12L1	45	4516	0.004888314	0.069063578	848
SYT1	41	3202	0.004889932	0.069063578	849
OR51F2	44	3717	0.004890671	0.069063578	850
OR4C6	47	4348	0.004893847	0.069063578	851
PDE10A	37	4873	0.004896221	0.069063578	852
CFAP299	38	4668	0.004904759	0.069063578	853
ZNF676	36	4397	0.004904890	0.069063578	854
GLI2	31	3325	0.004905594	0.069063578	855
ADGRF2	41	4661	0.004911216	0.069063578	856
ABCB11	41	3079	0.004914816	0.069063578	857
FRMPD4	41	4579	0.004921180	0.069063578	858
ELF1	48	3550	0.004921682	0.069063578	859
OR9Q1	42	4810	0.004923523	0.069063578	860
FER	47	4015	0.004924851	0.069063578	861
OR8U1	34	3882	0.004926308	0.069063578	862
IGKV3D-20	46	4952	0.004937583	0.069063578	863
LRRC4	43	4588	0.004942007	0.069063578	864
PECR	36	4887	0.004942505	0.069063578	865
PCDHB12	42	3499	0.004944602	0.069063578	866
COL15A1	40	3967	0.004945682	0.069063578	867
HIPK2	46	3969	0.004950909	0.069063578	868
KCNQ2	46	3284	0.004953552	0.069063578	869
MGA	41	3386	0.004954872	0.069063578	870
TRAPPC12	46	4858	0.004955492	0.069063578	871
RHOBTB2	40	3868	0.004960149	0.069063578	872
CCDC88A	34	4276	0.004965307	0.069063578	873
KIAA1755	39	4088	0.004967241	0.069063578	874
GPAT3	38	3673	0.004968483	0.069063578	875
ITPRID1	39	3882	0.004974026	0.069063578	876
SLC17A9	43	3934	0.004974115	0.069063578	877
MAGEB6B	43	4065	0.004975087	0.069063578	878
APBA1	41	4243	0.004976431	0.069063578	879
CDH23	38	4101	0.004976512	0.069063578	880
BRWD3	37	4230	0.004980923	0.069063578	881
C6	30	3799	0.004984393	0.069063578	882
OR6C74	45	3036	0.004984622	0.069063578	883
SCAF11	45	4926	0.004985369	0.069063578	884
SCN5A	40	4224	0.004986290	0.069063578	885
OR5L1	47	3768	0.004993063	0.069063578	886
PTPRB	50	3116	0.004993756	0.069063578	887
MMP10	42	4388	0.005000366	0.069063578	888
LIPK	42	4827	0.005001897	0.069063578	889
ARPP21	38	3716	0.005003287	0.069063578	890
MEP1A	44	4042	0.005006736	0.069063578	891
CDH2	41	4425	0.005010705	0.069063578	892
OR4N2	38	3153	0.005013154	0.069063578	893
PHLDA1	39	4142	0.005015351	0.069063578	894
SAMD9	42	4191	0.005019871	0.069063578	895
DNAH1	38	3770	0.005020959	0.069063578	896
ZBED9	46	3379	0.005022221	0.069063578	897
AEBP1	49	3559	0.005027074	0.069063578	898
HDAC5	38	4574	0.005028200	0.069063578	899
OR10X1	40	3539	0.005030822	0.069063578	900
GABRA4	50	4974	0.005032344	0.069063578	901
CFAP47	39	4262	0.005035181	0.069063578	902
DGKI	41	4172	0.005041958	0.069063578	903
DLAT	31	4668	0.005042410	0.069063578	904
GNAQ	40	3908	0.005042724	0.069063578	905
NCAN	46	3089	0.005046457	0.069063578	906
ZNF114	39	3876	0.005046699	0.069063578	907
PCDHAC1	43	4174	0.005053453	0.069063578	908
CPXM2	46	3848	0.005054327	0.069063578	909
LRPPRC	44	3872	0.005056713	0.069063578	910
CAPRIN2	48	3789	0.005058461	0.069063578	911
ABCC11	34	3336	0.005059891	0.069063578	912
NRCAM	41	4699	0.005059976	0.069063578	913
GALC	42	3510	0.005064692	0.069063578	914
DNER	42	4671	0.005066291	0.069063578	915
OR4C15	43	3750	0.005069707	0.069063578	916
SUSD1	41	4432	0.005076204	0.069063578	917
NAV2	47	4929	0.005076623	0.069063578	918
NUF2	34	3077	0.005080017	0.069063578	919
KLK4	39	4276	0.005081145	0.069063578	920
ACAN	42	3216	0.005085604	0.069063578	921
CORO1C	44	4819	0.005085877	0.069063578	922
ALDH1L1	48	3217	0.005086585	0.069063578	923
C22orf42	39	4944	0.005087701	0.069063578	924
OXT	36	4994	0.005088966	0.069063578	925
DDX49	40	4031	0.005089269	0.069063578	926
CEP152	43	4716	0.005093473	0.069063578	927
FAM171A1	48	4986	0.005101541	0.069063578	928
HFM1	48	4308	0.005113169	0.069063578	929
CFAP57	41	4852	0.005116598	0.069063578	930
ADAMTS3	35	4753	0.005117021	0.069063578	931
TRIM75P	41	3823	0.005118670	0.069063578	932
ITPR2	37	3763	0.005125849	0.069063578	933
CUX1	46	3726	0.005127235	0.069063578	934
OR2M3	35	4069	0.005128912	0.069063578	935
RANGAP1	38	3822	0.005129096	0.069063578	936
ISLR	43	3108	0.005130038	0.069063578	937
EPHB1	48	4997	0.005130445	0.069063578	938
PNLDC1	38	3517	0.005130852	0.069063578	939
LGI3	40	3667	0.005133473	0.069063578	940
KCNH8	43	3732	0.005134109	0.069063578	941
ARFIP1	38	4469	0.005134865	0.069063578	942
ADCY6	45	4219	0.005136613	0.069063578	943
TRAM1L1	52	3399	0.005137533	0.069063578	944
NTM	43	4048	0.005144930	0.069063578	945
DIAPH3	36	4353	0.005145601	0.069063578	946
LAMC3	43	3234	0.005147499	0.069063578	947
GRIK2	38	3684	0.005147625	0.069063578	948
FNDC1	38	3770	0.005149167	0.069063578	949
RIC1	41	4250	0.005149643	0.069063578	950
CHST13	37	3766	0.005153858	0.069063578	951
ST6GAL2	40	3655	0.005160611	0.069063578	952
NMUR1	43	4866	0.005160999	0.069063578	953
MAN2A1	43	4390	0.005161325	0.069063578	954
LRAT	39	3852	0.005164319	0.069063578	955
OR2M2	44	4256	0.005172717	0.069063578	956
CCDC136	40	4431	0.005179332	0.069063578	957
GOLGA4	42	3090	0.005185161	0.069063578	958
PCDHGA3	42	3713	0.005188738	0.069063578	959
PCDHB4	40	4328	0.005190568	0.069063578	960
MCPH1	45	4300	0.005193018	0.069063578	961
GFRAL	32	3842	0.005204514	0.069063578	962
SYT6	33	3110	0.005208798	0.069063578	963
CASP8	36	3760	0.005212047	0.069063578	964
ZFP41	37	3165	0.005212316	0.069063578	965
OR2T33	40	3731	0.005213513	0.069063578	966
MGAT4C	37	3388	0.005213681	0.069063578	967
ZNF780B	39	3145	0.005224734	0.069063578	968
NONO	40	3751	0.005225696	0.069063578	969
XKR7	39	3510	0.005228812	0.069063578	970
LZTS2	38	4795	0.005229670	0.069063578	971
FILIP1L	36	4797	0.005234556	0.069063578	972
AHR	48	4679	0.005235508	0.069063578	973
OR1N2	39	4484	0.005237669	0.069063578	974
MAGEC2	42	3633	0.005241402	0.069063578	975
UGDH	40	4946	0.005255107	0.069063578	976
LONRF3	48	4773	0.005255929	0.069063578	977
OR4A16	33	4296	0.005257427	0.069063578	978
PTPRN	37	3097	0.005262482	0.069063578	979
EPC1	40	4589	0.005262722	0.069063578	980
OR10Z1	42	4438	0.005267601	0.069063578	981
CHRM2	43	3587	0.005268647	0.069063578	982
LHCGR	48	3957	0.005270401	0.069063578	983
PCDHA2	38	4481	0.005271921	0.069063578	984
KCTD19	36	3204	0.005276487	0.069063578	985
PCDHGA12	41	4024	0.005278696	0.069063578	986
SLC4A1	32	4605	0.005279521	0.069063578	987
MYH6	42	4881	0.005281729	0.069063578	988
EYS	48	3896	0.005282563	0.069063578	989
CTPS1	41	3057	0.005283054	0.069063578	990
EPYC	43	3568	0.005283079	0.069063578	991
CMTR1	37	3758	0.005285731	0.069063578	992
ARID1A	39	4570	0.005287545	0.069063578	993
CSN3	41	4958	0.005288814	0.069063578	994
MARCO	41	3189	0.005293067	0.069063578	995
NOTCH1	27	3147	0.005294882	0.069063578	996
CCDC178	42	4276	0.005299503	0.069063578	997
AADACL2	42	4676	0.005300927	0.069063578	998
SELP	36	3899	0.005301066	0.069063578	999
HNRNPD	38	4893	0.005301600	0.069063578	1000
RSPO2	43	3734	0.005307014	0.069063578	1001
SHOC1	41	4555	0.005308320	0.069063578	1002
ZNF23	43	4167	0.005310043	0.069063578	1003
CPA4	40	3783	0.005311113	0.069063578	1004
OR5T3	31	4345	0.005313767	0.069063578	1005
HPCAL4	38	3676	0.005314281	0.069063578	1006
OR6C1	40	4438	0.005314378	0.069063578	1007
SLC10A7	38	4329	0.005316884	0.069063578	1008
CFH	42	3491	0.005320224	0.069063578	1009
MYH4	49	4260	0.005321156	0.069063578	1010
OR2T8	37	3737	0.005324320	0.069063578	1011
UBR5	34	3364	0.005324857	0.069063578	1012
NES	38	4108	0.005325156	0.069063578	1013
MUSK	46	4630	0.005326331	0.069063578	1014
APOBEC4	43	3143	0.005330426	0.069063578	1015
KMT2A	37	4586	0.005331113	0.069063578	1016
LRRIQ3	36	3125	0.005331181	0.069063578	1017
GABRA5	39	3223	0.005333637	0.069063578	1018
HECW2	35	3633	0.005335384	0.069063578	1019
FNBP4	44	3061	0.005338429	0.069063578	1020
OR4D5	46	3011	0.005338904	0.069063578	1021
RABGEF1	40	4168	0.005339769	0.069063578	1022
IGSF5	39	4015	0.005339993	0.069063578	1023
GANAB	45	4712	0.005340197	0.069063578	1024
BUB1B	44	4718	0.005340705	0.069063578	1025
PCDHB6	45	4803	0.005342393	0.069063578	1026
DYSF	39	4877	0.005345600	0.069063578	1027
SENP2	40	3357	0.005345906	0.069063578	1028
ZSCAN18	37	4504	0.005347017	0.069063578	1029
OGDHL	28	4749	0.005348625	0.069063578	1030
HOXA7	37	3080	0.005349600	0.069063578	1031
ZC3H6	43	4097	0.005350335	0.069063578	1032
CCNB3	40	4976	0.005355505	0.069063578	1033
PRDM5	49	4141	0.005355854	0.069063578	1034
DOCK10	41	3885	0.005356230	0.069063578	1035
VPS13D	35	4852	0.005367454	0.069063578	1036
TRIM58	38	3437	0.005373274	0.069063578	1037
